,Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
826,FFA_596,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,298,Special Topics in Design for the Theatre,The study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
827,FFA_597,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,299,Special Topics in Design for the Theatre,The study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
828,FFA_598,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,301,Introduction to Designer's Studio: Conception,Students apply their design knowledge to special projects,Studio course,Course-integrated,,3.0
829,FFA_599,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,305,Independent Study I,The independent study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
830,FFA_600,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,311,Lighting Design Conception,Students study lighting design for the theatre,Studio course,Course-integrated,,3.0
831,FFA_601,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,315,Lighting Design Realization,Focus is on basic realization methods,Studio course,Course-integrated,,3.0
832,FFA_602,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,321,Costume Design Conception,Students study costume design for the theatre,Studio course,Course-integrated,,3.0
833,FFA_603,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,325,Costume Design Realization,Focus is on basic realization methods,Studio course,Course-integrated,,3.0
834,FFA_604,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,326,Costume Accessories Realization,Students study costume accessory design for the stage,Studio course,Course-integrated,,3.0
835,FFA_605,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,331,Set Design Conception,Students study set design for the theatre with emphasis on imaginative and analytical processes,Studio course,Course-integrated,,3.0
836,FFA_606,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,335,Set Design Realization,"Students study stage scenery with emphasis on analysis, development, and execution of design ideas",Studio course,Course-integrated,,3.0
837,FFA_607,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,336,Stage Properties Realization,"Students study stage properties with an emphasis on analysis, development, and execution of design ideas",Studio course,Course-integrated,,3.0
838,FFA_608,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,337,Scene Painting Realization,This studio course includes the study of the materials and technology of scene painting.,Studio course,Course-integrated,,3.0
839,FFA_609,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,341,Elements of Multimedia Conception,"Students study design with a variety of media, with an emphasis on imaginative and analytical processes",Studio course,Course-integrated,,3.0
840,FFA_610,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,345,Elements of Multimedia Realization,Students study elements of analog and digital media with an emphasis on the execution of design ideas,Studio course,Course-integrated,,3.0
841,FFA_611,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,350,Introduction to Public Performance Design,"Students learn to collaborate with directors, other designers, and technical staff to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.",Studio course,Course-integrated,,3.0
842,FFA_612,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,351,Introduction to Public Performance Design,"Students learn to collaborate with directors, other designers, and technical staff to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.",Studio course,Course-integrated,,3.0
843,FFA_613,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,370,Elements of Production,"Students are introduced to the language, tools, and techniques used in rehearsal halls, shops, and backstage.",Studio course,Course-integrated,,3.0
844,FFA_614,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,371,Elements of Production,"Students are introduced to the language, tools, and techniques used in rehearsal halls, shops, and backstage.",Studio course,Course-integrated,,3.0
845,FFA_615,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,398,Special Topics in Design for the Theatre: Realization,The study of specialized aspects of theatre design realization,Studio course,Course-integrated,,3.0
846,FFA_616,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,399,Special Topics in Design for the Theatre,The study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
847,FFA_617,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,401,Advanced Designer's Studio,Students apply their design knowledge to special projects,Studio course,Course-integrated,,3.0
848,FFA_618,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,405,Independent Study II,The independent study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
849,FFA_619,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,450,Advanced Public Performance Design,"Students collaborate with directors, other designers, and technical staff",Studio course,Course-integrated,,3.0
850,FFA_620,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,451,Advanced Public Performance Design,"Students collaborate with directors, other designers, and technical staff",Studio course,Course-integrated,,3.0
851,FFA_621,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,470,Advanced Elements of Production,"Students study advanced theories and practices of stage management, production management, and technical direction.",Studio course,Course-integrated,,3.0
852,FFA_622,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,471,Advanced Elements of Production,"Students study advanced theories and practices of stage management, production management, and technical direction.",Studio course,Course-integrated,,3.0
853,FFA_623,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,498,Special Topics in Design for the Theatre: Conception,The study of specialized aspects of theatre design conception,Studio course,Course-integrated,,3.0
854,FFA_624,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,DFTT,499,Special Topics in Design for the Theatre,The study of specialized aspects of theatre design,Studio course,Course-integrated,,3.0
855,FFA_625,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,209,The Engaged Theatre Artist,Students explore basic skills and principles of performance creation and acting for the theatre,Studio course,Course-integrated,,3.0
856,FFA_626,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,210,Performance Creation Studio 1: Theory and Method,"Students study a wide range of theories and techniques for creating socially engaged, collaborative and community-based performance works.",Studio course,Course-integrated,,3.0
857,FFA_627,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,211,Theatre in the City,Students encounter the challenges of a small production project in collaboration with other students,Studio course,Course-integrated,,3.0
858,FFA_628,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,212,Introduction to Dramaturgy,"Course emphasis is on script analysis including elements such as structure, semiotics, genre, and style",Studio course,Course-integrated,,3.0
859,FFA_629,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,298,Special Topics in Performance Creation,The study of specialized aspects of performance creation,Studio course,Course-integrated,,3.0
860,FFA_630,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,311,Directing 1,"Students learn basic organizational, analytical, and leadership skills for stage direction.",Studio course,Course-integrated,,3.0
861,FFA_631,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,318,Playwriting 1,Course focuses on building skills in writing for the stage,Studio course,Course-integrated,,3.0
862,FFA_632,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,321,Introduction to Performance Studies,"Course investigates a broad range of sites and practices from the realms of theatre, dance, and other cultural forms",Studio course,Course-integrated,,3.0
863,FFA_633,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,322,Gender and Sexuality in Performance,Course provides a grounding in feminist and queer theory as critical tools for the analysis and creation of performance.,Studio course,Course-integrated,,3.0
864,FFA_634,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,324,Queer Theatre and Performance,"Course examines how the stage has been, and continues to be, a necessary public forum for queer political activism and identity politics",Studio course,Course-integrated,,3.0
865,FFA_635,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,351,Community Arts: The Art of Engagement,Course includes practical explorations of various approaches to creating socially engaged theatre and performance.,Studio course,Course-integrated,,3.0
866,FFA_636,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,356,Puppetry and Performing Object Workshop,"Course combines building, basic manipulation, and show‑making techniques",Studio course,Course-integrated,,3.0
867,FFA_637,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,384,Performance Creation Studio 11: Collaborative Practice,Students generate and rehearse original material inspired by current events,Studio course,Course-integrated,,3.0
868,FFA_638,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,386,Site-specific Performance Practice,Introduces students to interdisciplinary methods for developing solo or collaborative site‑specific works,Studio course,Course-integrated,,3.0
869,FFA_639,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,398,Special Topics in Performance Creation,A seminar course exploring a topic in performance creation,Studio course,Course-integrated,,3.0
870,FFA_640,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,399,Special Topics in Performance Creation,A seminar or studio course exploring a topic in performance creation,Studio course,Course-integrated,,3.0
871,FFA_641,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,405,Independent Study I,Student‑proposed research project supervised by a full‑time faculty member.,Studio course,Course-integrated,,3.0
872,FFA_642,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,408,Supervised Internship I,Course provides students with the opportunity to obtain credit for work completed for a recognized theatre company,Studio course,Course-integrated,,3.0
873,FFA_643,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,409,Supervised Internship II,Course provides students with the opportunity to obtain credit for work completed for a recognized theatre company,Studio course,Course-integrated,,3.0
874,FFA_644,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,415,Independent Study II,Student‑proposed research project supervised by a full‑time faculty member.,Studio course,Course-integrated,,3.0
875,FFA_645,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,421,Socially Engaged and Cctivist  Performance,"Theory and practice of approaches and genres selected from community arts, oral history performance, street theatre, performance art, and political theatre",Studio course,Course-integrated,,3.0
876,FFA_646,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,422,Indigenous Story Telling,"Studio course introduces students to foundational Indigenous stories as an exploration into worldview and philosophy, utilizing a variety of Indigenous performance methods",Studio course,Course-integrated,,3.0
877,FFA_647,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,462,Playwriting II,Students work on an original performance text to be developed through a workshop process,Studio course,Course-integrated,,3.0
878,FFA_648,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,464,Oral History performance,"Hybrid seminar‑studio course explores key ethical, dramaturgical, and performative dimensions of the emergent field of oral history performance",Studio course,Course-integrated,,3.0
879,FFA_649,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,471,Directing II,Assignment involves directing a short work,Studio course,Course-integrated,,3.0
880,FFA_650,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,488,Short Works Festival,Explores methods for conceiving and creating a new theatre work in relation to contemporary topics and/ or subject matter,Studio course,Course-integrated,,3.0
881,FFA_651,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,490,Performance Creation Mainstage,"Students working in ensemble on all aspects of the study and production of an existing theatre script, or the creation and production of an original piece of theatre",Studio course,Course-integrated,,3.0
882,FFA_652,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,496,Performance Creation Field School,"Experiential learning in performance creation or performance studies via faculty-led travel to and residency at a festival, conference, exhibition or partner institution",Studio course,Course-integrated,,3.0
883,FFA_653,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,498,Special Topics in Performance Creation,A studio course exploring a topic in performance creation,Studio course,Course-integrated,,3.0
884,FFA_654,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,499,Special Topics in Performance Creation,A seminar or studio course exploring a topic in performance creation,Studio course,Course-integrated,,3.0
885,FFA_655,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,SCEN,327,Hair and Make up Design,"Students study hair and make-up design for the performing arts with emphasis on analysis, development and execution of design ideas",Studio course,Course-integrated,,3.0
886,FFA_656,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,SCEN,347,Exhibition Scenography,"Introduces exhibition scenography as a practical, expressive, and interpretive form",Studio course,Course-integrated,,6.0
887,FFA_657,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,SCEN,411,Urban Scenographies,Contemporary theories and practices of scenography and performance design in the context and scale of cities and urban landscapes,Studio course,Course-integrated,,3.0
888,FFA_658,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,SCEN,412,Art Direction,"This studio course examines art direction for films, television, music videos, and documentaries.",Studio course,Course-integrated,,3.0
889,FFA_659,FFA,Theatre,Design for Theatre,Undergraduate,Bachelor,SCEN,448,Design Field School,"Course offers students hands-on, experiential learning in aspects of scenography via travel to and residency at a festival, conference, or exhibition",Studio course,Course-integrated,,3.0
890,FFA_660,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,201,Introduction to Contemporary Art Practices,Studio course,Courses,Course-integrated,,3.0
891,FFA_661,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,490,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member.,Courses,Course-integrated,,3.0
892,FFA_662,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,491,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member.,Courses,Course-integrated,,3.0
893,FFA_663,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,492,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member.,Courses,Course-integrated,,3.0
894,FFA_664,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,201,Introduction to Ceramics,"An introduction to clay as an art medium employing the various techniques of forming, shaping, and decorating for firing and glazing.",Courses,Course-integrated,,6.0
895,FFA_665,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,230,Ceramics I,"An introduction to clay as an art medium employing the various techniques of forming, shaping, and decorating for firing and glazing.",Courses,Course-integrated,,3.0
896,FFA_666,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,330,Ceramics II,An advanced course in technical and historical research in various ceramic processes with an emphasis on glazes and the use of different clay bodies.,Courses,Course-integrated,,3.0
897,FFA_667,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,391,Urban Clay,This course expands the way ceramics can be experienced in relation to the city through the production of public artworks.,Courses,Course-integrated,,3.0
898,FFA_668,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,392,Surface Tension,"This course involves an in‑depth study of the ceramic surface including print and transfer techniques, and layering glaze through multiple firings.",Courses,Course-integrated,,4.0
899,FFA_669,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,398,Special Topics in Ceramics,"A workshop/seminar, providing an opportunity for the study of specialized aspects of ceramics.",Courses,Course-integrated,,1.0
900,FFA_670,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,399,Special Topics in Ceramics,A workshop/seminar course providing an opportunity for the study of specialized aspects in ceramics.,Courses,Course-integrated,,2.0
901,FFA_671,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,430,Ceramics III,The development of a body of personal work and a refinement of specific problems in clay.,Courses,Course-integrated,,3.0
902,FFA_672,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,450,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Courses,Course-integrated,,3.0
903,FFA_673,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,451,Independent Study I,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Courses,Course-integrated,,3.0
904,FFA_674,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,452,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Courses,Course-integrated,,3.0
905,FFA_675,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,498,Special Topics in Ceramics,An advanced studio course that provides an opportunity for the study of more specialized aspects of ceramics.,Courses,Course-integrated,,3.0
906,FFA_676,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,499,Special Topics in Ceramics,An advanced studio course which provides an opportunity for the study of more specialized aspects of ceramics.,Courses,Course-integrated,,3.0
907,FFA_677,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,470,Professional Internship,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Courses,Course-integrated,,3.0
908,FFA_678,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,471,Professional Internship I,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Courses,Course-integrated,,3.0
909,FFA_679,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,472,Professional Internship II,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Courses,Course-integrated,,3.0
910,FFA_680,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,200,Drawing I,A studio course which provides a technical and conceptual introduction to drawing focusing on the distinctive and interdisciplinary nature of the practice.,Courses,Course-integrated,,3.0
911,FFA_681,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,201,Introduction to Drawing,This course introduces students to elementary skills required by the art of drawing. It covers fundamental drawing techniques and explores various mediums and concepts of drawing in th historical and contemporary art world.,Courses,Course-integrated,,3.0
912,FFA_682,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,298,Special Topics in Drawing,A studio course which provides an opportunity for the study of more specialized aspects of drawing.,Courses,Course-integrated,,3.0
913,FFA_683,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,299,Special Topics in Drawing,A studio course which provides an opportunity for the study of more specialized aspects of drawing.,Courses,Course-integrated,,3.0
914,FFA_684,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,300,Drawing II,This studio course is an intermediate drawing course in which directed projects allow students to explore different approaches to drawing and to begin to develop a more personal visual language based on the skill sets acquired at the 200 level. Historical and contemporary issues in art practice are addressed in this course.,Courses,Course-integrated,,3.0
915,FFA_685,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,310,"Narration, Time, Stories I","This studio course encourages drawing based on personal experience or fictitious content, and the influence of film, books, diaries and illustration.",Courses,Course-integrated,,3.0
916,FFA_686,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,312,Drawing and Knowledge I,This studio course explores a range of conceptual approaches to drawing using both traditional and experimental methods.,Courses,Course-integrated,,3.0
917,FFA_687,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,314,Life in the Round: Drawing the Figure from Observation I,This studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.,Courses,Course-integrated,,3.0
918,FFA_688,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,398,Special Topics in Drawing,A studio course which provides an opportunity for the study of more specialized aspects of drawing.,Courses,Course-integrated,,3.0
919,FFA_689,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,399,Special Topics in Drawing,A studio course which provides an opportunity for the study of more specialized aspects of drawing.,Courses,Course-integrated,,3.0
920,FFA_690,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,400,Drawing III,An advanced drawing class in which students develop a series of self‑directed projects in order to create a coherent body of work in drawing and to situate it within contemporary practice.,Courses,Course-integrated,,3.0
921,FFA_691,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,410,"Narration, Time, Stories II","This advanced‑level studio course encourages drawing based on personal experience or fictitious content, and the influence of film, books, diaries and illustration.",Courses,Course-integrated,,3.0
922,FFA_692,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,412,Drawing and Knowledge II,This advanced‑level studio course explores a range of conceptual approaches to drawing using both traditional and experimental methods.,Courses,Course-integrated,,3.0
923,FFA_693,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,414,Life in the Round: Drawing the Figure from Observation II,This advanced‑level studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.,Courses,Course-integrated,,3.0
924,FFA_694,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,418,Life in the Round: Drawing the Figure from Observation II,An installation studio course taught by the Painting and Drawing area that encourages students to create work in the context of an expanded field.,Courses,Course-integrated,,3.0
925,FFA_695,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,420,Seminar/Workshop in Drawing,"An advanced studio in drawing having its principal emphasis in studio practice, but developing further the theoretical concepts introduced in PTNG 320.",Courses,Course-integrated,,36.0
926,FFA_696,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,450,Drawing IV,An advanced drawing class in which students develop a series of independent projects that allow them to create a coherent body of work in drawing and to situate it within contemporary practice.,Courses,Course-integrated,,3.0
927,FFA_697,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,470,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in drawing under the supervision of a full‑time drawing faculty member.,Courses,Course-integrated,,6.0
928,FFA_698,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,471,Independent Study I,This course provides a limited number of students the opportunity to pursue advanced studies in drawing under the supervision of a full‑time drawing faculty member.,Courses,Course-integrated,,3.0
929,FFA_699,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,472,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in drawing under the supervision of a full‑time drawing faculty member.,Courses,Course-integrated,,3.0
930,FFA_700,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,498,Special Topics in Drawing,A course for advanced students which provides an opportunity for the study of more specialized areas in drawing.,Courses,Course-integrated,,3.0
931,FFA_701,FFA,Studio Arts,Drawing,Undergraduate,Bachelor,DRAW,499,Special Topics in Drawing,A course for advanced students which provides an opportunity for the study of more specialized areas in drawing.,Courses,Course-integrated,,3.0
932,FFA_702,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,201,Introduction to Fibres and Material Practices,This course introduces students to elementary fibres processes and related tools.,Courses,Course-integrated,,3.0
933,FFA_703,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,240,Fibre Structures I,"An introductory course in which students explore the expressive potential of various materials and processes of fibre structures such as loom weaving, feltmaking, basketry, surface applications, and other experimental constructions.",Courses,Course-integrated,,3.0
934,FFA_704,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,260,Textile Printing and Dyeing I,"An introductory course in which students explore the creative potential of printing, painting, dyeing, resist work, and construction with fabric.",Courses,Course-integrated,,3.0
935,FFA_705,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,341,Intermediate Fibre Structures,"An intermediate‑level studio course, which emphasizes the visual and conceptual development in fibre media.",Courses,Course-integrated,,3.0
936,FFA_706,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,361,Intermediate Textile Printing and Dyeing,An intermediate‑level studio course in textile printing and dyeing with an emphasis on the development of content.,Courses,Course-integrated,,3.0
937,FFA_707,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,371,Paper: Surface and Object,This studio course introduces both Western and Eastern (Japanese) methods of processing raw materials to make pulp and form sheets of paper to be used in expressive art forms.,Courses,Course-integrated,,3.0
938,FFA_708,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,372,Paper Works,This studio course introduces students to making paper as part of an expressive material practice.,Courses,Course-integrated,,3.0
939,FFA_709,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,385,Issues in Material Practices,"This studio course explores contemporary social, material and cultural issues addressed through fibre and interdisciplinary studio art practices.",Courses,Course-integrated,,75.0
940,FFA_710,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,386,Digital Technologies and Material Practices,This studio course combines digital and material approaches within the context of contemporary studio practice.,Courses,Course-integrated,,3.0
941,FFA_711,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,395,Extreme Fibres,This studio course tests the boundaries of fibres practices to produce innovative and experimental studio work.,Courses,Course-integrated,,3.0
942,FFA_712,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,396,Topics in Fibre Surfaces,"A studio course providing an opportunity for specialized study and practice in fibres surfaces, to explore theoretical, critical, and practical issues of interest to the student towards developing their individual aesthetic in contemporary art.",Courses,Course-integrated,,3.0
943,FFA_713,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,397,Topics in Fibre Structures,"A studio course providing an opportunity for specialized study and practice in fibres structures, in which to explore contemporary theoretical, critical, and practical issues of interest to the student towards developing a personal aesthetic in art practice.",Courses,Course-integrated,,3.0
944,FFA_714,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,398,Special Topics in Fibres and Material Practices,A workshop/seminar course providing an opportunity for study of specialized aspects of fibres.,Courses,Course-integrated,,3.0
945,FFA_715,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,399,Special Topics in Fibres and Material Practices,A workshop/seminar course providing an opportunity for the study of specialized aspects in fibres.,Courses,Course-integrated,,3.0
946,FFA_716,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,450,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Courses,Course-integrated,,3.0
947,FFA_717,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,451,Independent Study I,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Courses,Course-integrated,,3.0
948,FFA_718,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,452,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in fibres under the supervision of a full‑time fibres faculty member.,Courses,Course-integrated,,3.0
949,FFA_719,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,480,Advanced Fibres,"An advanced‑level course in which students create a personal body or work, refine technical expertise, and develop a visual and critical language related to fibres and textiles.",Courses,Course-integrated,,3.0
950,FFA_720,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,481,Professional Internship I,"Internships are designed to provide professional experience to students. Students seeking to work in an apprentice capacity with an established artist, or wishing to pursue research in a fibres studio, or research in fibres criticism, museum work, publication, or other related endeavours, may apply for academic credit.",Courses,Course-integrated,,3.0
951,FFA_721,FFA,Studio Arts,Fibres and Material Practices,Undergraduate,Bachelor,FBRS,482,Professional Internship II,"Internships are designed to provide professional experience to students. Students seeking to work in an apprentice capacity with an established artist, or wishing to pursue research in a fibres studio, or research in fibres criticism, museum work, publication, or other related endeavours, may apply for academic credit.",Courses,Course-integrated,,3.0
952,FFA_722,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,201,Introduction to Intermedia Arts,"This introductory-level course covers fundamental ideas and techniques related to Video Art, Performance Art and Electronic Art.",Courses,Course-integrated,,3.0
953,FFA_723,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,210,Introduction to Video Production,This studio/seminar course introduces video technology as a tool for aesthetic investigations.,Courses,Course-integrated,,3.0
954,FFA_724,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,220,Introduction to Digital Media and Electronic Arts,This studio course is an introduction to the interface between the real world and the computer.,Courses,Course-integrated,,3.0
